统计周期,工厂ID,公司名称,所在地区,主营工艺,会员类型,主要使用角色,本周是否新增使用,本周是否回流,本周使用天数,本周会话次数,本周用户提问数,本周上传图纸数,本周主要使用场景,本周是否提出新需求,新需求摘要,本周是否出现问题,问题摘要,当前主分层,特殊价值标签,分层原因,下一步动作
2026-07-20 至 2026-07-26,2040139,泰福昌智能装备（惠州）有限公司,惠州市,机加工、钣金、快速原型,付费会员,销售/业务,否,否,2,2,4,2,成本报价,否,,否,,普通使用用户,成本报价,本周使用2天，2次会话，提问4条，上传图纸2个,常规维护，持续观察
2026-07-20 至 2026-07-26,2405333,温州超盛金属制品有限公司,温州,铸造、机加工、紧固件&五金件,付费会员,高管/负责人,是,否,2,2,4,1,成本报价,否,,否,,普通使用用户,新使用、成本报价,本周使用2天，2次会话，提问4条，上传图纸1个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2216279,常州市思柯达机械厂,,机加工、冲压、弹簧与线成型、钣金,付费会员,经理/主管,是,否,1,2,4,0,询盘机会,否,,否,,普通使用用户,新使用、询盘机会,本周使用1天，2次会话，提问4条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2621802,金华建峰机械有限公司,金华,机加工,付费会员,经理/主管,否,是,1,1,4,5,成本报价,是,"数量按此表重新计算 [零件文件预处理上下文] 零件文件1：报价单-建峰20260718.xlsx 预处理结果：{""fileName"":""报价单-建峰20260718.xlsx"",""fileType"":""xlsx"",""content"":""## 报价单\n| | 金华建峰机械有限公司",否,,活跃用户,回流、成本报价、有新需求,本周使用1天，1次会话，提问4条，上传图纸5个,记录需求并产品评估
2026-07-20 至 2026-07-26,2952754,广州市番禺区鑫艺金属制品厂,广州市,机加工、钣金,付费会员,销售/业务,否,否,1,1,4,4,成本报价,否,,否,,低频尝鲜用户,成本报价,本周使用1天，1次会话，提问4条，上传图纸4个,常规维护，持续观察
2026-07-20 至 2026-07-26,2292971,佛山市鼎尖机械有限公司,佛山市,机加工、钣金,付费会员,高管/负责人,否,是,1,1,4,3,成本报价,否,,否,,低频尝鲜用户,回流、成本报价,本周使用1天，1次会话，提问4条，上传图纸3个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,1693283,深圳市鑫宇通精密塑胶模具有限公司,平湖,塑胶成型,付费会员,经理/主管,是,否,1,1,4,2,成本报价,否,,否,,低频尝鲜用户,新使用、成本报价,本周使用1天，1次会话，提问4条，上传图纸2个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2955870,海宁华能精密机械有限公司,嘉兴,冲压、模具制造、塑胶成型,付费会员,经理/主管,是,否,1,1,4,1,成本报价,否,,否,,低频尝鲜用户,新使用、成本报价,本周使用1天，1次会话，提问4条，上传图纸1个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2350352,鄂州市鄂城区品创五金加工经营部（个体工商户）,鄂州市,机加工,付费会员,经理/主管,是,否,1,1,4,1,成本报价,否,,否,,低频尝鲜用户,新使用、成本报价,本周使用1天，1次会话，提问4条，上传图纸1个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2956545,惠州市明达辉科技有限公司,惠州市,塑胶成型,付费会员,经理/主管,是,否,1,1,4,0,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问4条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2515136,浙江浪潮精密机械有限公司,杭州,机加工,付费会员,其他,否,否,1,1,4,0,询盘机会,否,,否,,低频尝鲜用户,询盘机会,本周使用1天，1次会话，提问4条，上传图纸0个,常规维护，持续观察
2026-07-20 至 2026-07-26,3022376,深圳市瀚森智联科技有限公司,深圳市,机加工,付费会员,经理/主管,否,否,3,3,3,7,成本报价,否,,否,,活跃用户,成本报价,本周使用3天，3次会话，提问3条，上传图纸7个,常规维护，持续观察
2026-07-20 至 2026-07-26,1670502,勋龙智造精密应用材料(苏州)股份有限公司,苏州,机加工、模具制造、塑胶成型,付费会员,高管/负责人,是,否,2,3,3,4,成本报价,否,,否,,普通使用用户,新使用、成本报价,本周使用2天，3次会话，提问3条，上传图纸4个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,3024719,东莞市凯安塑胶材料有限公司,东莞市,机加工、钣金,付费会员,经理/主管,否,否,1,3,3,3,工程技术,否,,否,,普通使用用户,工程技术,本周使用1天，3次会话，提问3条，上传图纸3个,常规维护，持续观察
2026-07-20 至 2026-07-26,2438135,沧州金莱傲瑞五金制品有限公司,泊头,冲压、塑胶成型,付费会员,经理/主管,否,是,3,3,3,3,成本报价,否,,否,,活跃用户,回流、成本报价,本周使用3天，3次会话，提问3条，上传图纸3个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2836360,嘉兴正昊精密制造有限公司,嘉兴,铸造、机加工,付费会员,其他,是,否,2,3,3,2,工程技术,否,,否,,普通使用用户,新使用、工程技术,本周使用2天，3次会话，提问3条，上传图纸2个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2657362,杭州浙滨机械有限公司,杭州,机加工,付费会员,经理/主管,是,否,2,3,3,2,工程技术,否,,否,,普通使用用户,新使用、工程技术,本周使用2天，3次会话，提问3条，上传图纸2个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2657941,上海睿贞实业有限公司,苏州,机加工,付费会员,经理/主管,否,是,2,3,3,2,成本报价,否,,否,,普通使用用户,回流、成本报价,本周使用2天，3次会话，提问3条，上传图纸2个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2998654,海外在线,,其他,免费/非会员,未填写,是,否,2,3,3,1,询盘机会,否,,否,,普通使用用户,新使用、询盘机会,本周使用2天，3次会话，提问3条，上传图纸1个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2916859,温州光速传动科技有限公司,温州,机加工,付费会员,经理/主管,是,否,2,3,3,1,询盘机会,否,,否,,普通使用用户,新使用、询盘机会,本周使用2天，3次会话，提问3条，上传图纸1个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2855354,苏州龙捷钢构件制造有限公司,苏州,钣金、机加工、装配,付费会员,销售/业务,否,是,1,2,3,6,成本报价,否,,否,,活跃用户,回流、成本报价,本周使用1天，2次会话，提问3条，上传图纸6个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2514610,江西金友机械制造有限公司,南昌市,冲压、模具制造,付费会员,经理/主管,否,否,2,2,3,5,成本报价,否,,否,,活跃用户,成本报价,本周使用2天，2次会话，提问3条，上传图纸5个,常规维护，持续观察
2026-07-20 至 2026-07-26,2986341,宁波未来机械制造有限公司/宁波见微领拓国际贸易有限公司,宁波,钣金、装配,付费会员,销售/业务,否,是,1,2,3,4,成本报价,否,,否,,普通使用用户,回流、成本报价,本周使用1天，2次会话，提问3条，上传图纸4个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2931597,苏州市海豚塑胶模具有限公司,苏州,塑胶成型、模具制造,付费会员,其他,否,是,2,2,3,3,成本报价,否,,否,,普通使用用户,回流、成本报价,本周使用2天，2次会话，提问3条，上传图纸3个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2512381,东莞斯宝金属制品有限公司,东莞市,机加工,付费会员,经理/主管,是,否,1,2,3,3,成本报价,是,"客户需求量300套，表面处理做抛光，帮我报价材料是五级钛合金 [零件文件预处理上下文] 零件文件1：新6号介子.pdf 预处理结果：{""status"":""success"",""fileId"":""0c995947"",""fileName"":""haizol-part-4580548117",否,,普通使用用户,新使用、成本报价、有新需求,本周使用1天，2次会话，提问3条，上传图纸3个,记录需求并产品评估
2026-07-20 至 2026-07-26,1894425,嘉兴凯迪科技股份有限公司,嘉兴,塑胶成型、模具制造、机加工,付费会员,其他,是,否,2,2,3,2,成本报价,否,,否,,普通使用用户,新使用、成本报价,本周使用2天，2次会话，提问3条，上传图纸2个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,3016959,苏州万齐翔电子设备有限公司,苏州,机加工、模具制造,付费会员,经理/主管,是,否,1,2,3,2,工程技术,否,,否,,普通使用用户,新使用、工程技术,本周使用1天，2次会话，提问3条，上传图纸2个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2605036,东莞市中图精密科技有限公司,镇江,机加工,付费会员,经理/主管,否,是,2,2,3,2,成本报价,否,,否,,普通使用用户,回流、成本报价,本周使用2天，2次会话，提问3条，上传图纸2个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,3021817,中研复材（深圳）科技有限责任公司,深圳市,塑胶成型、机加工,付费会员,销售/业务,是,否,2,2,3,2,询盘机会,否,,否,,普通使用用户,新使用、询盘机会,本周使用2天，2次会话，提问3条，上传图纸2个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2507838,宁波市鄞州宇桐机械制造有限公司,宁波,机加工、铸造、泵 阀 接头,付费会员,经理/主管,否,否,2,2,3,2,成本报价,否,,否,,普通使用用户,成本报价,本周使用2天，2次会话，提问3条，上传图纸2个,常规维护，持续观察
2026-07-20 至 2026-07-26,1888462,佛山市南海钰铭金属制品有限公司,佛山市,机加工、钣金、塑胶成型、表面处理,付费会员,经理/主管,否,是,1,2,3,2,询盘机会,否,,否,,普通使用用户,回流、询盘机会,本周使用1天，2次会话，提问3条，上传图纸2个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2658523,深圳市雄峰五金制品有限公司,东莞市,机加工、塑胶成型,付费会员,经理/主管,否,是,1,2,3,2,成本报价,否,,否,,普通使用用户,回流、成本报价,本周使用1天，2次会话，提问3条，上传图纸2个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2887811,汉利界电子科技（昆山）有限公司,昆山,机加工、模具制造,付费会员,经理/主管,是,否,1,2,3,1,成本报价,否,,否,,普通使用用户,新使用、成本报价,本周使用1天，2次会话，提问3条，上传图纸1个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,1897667,太仓久益精密机械有限公司,上海,机加工、CNC铣削或铣削加工、车削、走心机/自动车、紧固件&五金件,付费会员,经理/主管,是,否,1,2,3,1,询盘机会,否,,否,,普通使用用户,新使用、询盘机会,本周使用1天，2次会话，提问3条，上传图纸1个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2720216,上海易淼金属电器制品有限公司,上海,钣金、冲压,付费会员,销售/业务,是,否,1,2,3,1,成本报价,否,,否,,普通使用用户,新使用、成本报价,本周使用1天，2次会话，提问3条，上传图纸1个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2986052,宁波李氏实业有限公司,宁波,机加工、粉末冶金、铸造、钣金、模具制造,付费会员,销售/业务,是,否,1,2,3,1,询盘机会,否,,否,,普通使用用户,新使用、询盘机会,本周使用1天，2次会话，提问3条，上传图纸1个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2647279,上海港驭科技有限公司,上海,钣金,付费会员,经理/主管,是,否,1,2,3,0,询盘机会,否,,否,,普通使用用户,新使用、询盘机会,本周使用1天，2次会话，提问3条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2664064,西安隆海电子机械有限公司,西安市,机加工,付费会员,经理/主管,否,是,2,2,3,0,工程技术,否,,是,1、SUS304原材料价格较高，是之前我们所用SUM24L价格的4倍以上； 2、SUM24L属于易车铁材质，属于易车削状态，便于加工，而SUS304属于不锈钢材料，难加工。 3、管子开槽0.2加工速度慢，因原材料是304不锈钢，锯片强度不够，容易崩刀且加工后毛刺过大， 加工过程中,普通使用用户,回流、工程技术、需问题跟进,本周使用2天，2次会话，提问3条，上传图纸0个,优先排查问题并回访
2026-07-20 至 2026-07-26,2666862,太仓市飞旺塑料五金厂,太仓,塑胶成型、表面处理、模具制造,付费会员,其他,否,是,1,2,3,0,询盘机会,否,,否,,普通使用用户,回流、询盘机会,本周使用1天，2次会话，提问3条，上传图纸0个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,3015890,久和五金制品（太仓）有限公司,太仓,机加工,付费会员,销售/业务,否,是,1,2,3,0,询盘机会,否,,否,,普通使用用户,回流、询盘机会,本周使用1天，2次会话，提问3条，上传图纸0个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2308965,青岛三和机电部件有限公司,青岛市,塑胶成型、机加工、钣金,付费会员,经理/主管,是,否,1,1,3,8,成本报价,否,,否,,活跃用户,新使用、成本报价,本周使用1天，1次会话，提问3条，上传图纸8个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,1656056,宁波奥伟模塑科技有限公司\宁海伟帆塑料模具有限公司,宁波,机加工、塑胶成型、模具制造,付费会员,经理/主管,是,否,2,1,3,6,成本报价,否,,否,,活跃用户,新使用、成本报价,本周使用2天，1次会话，提问3条，上传图纸6个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,1930034,泊头市意兴隆金属制品有限公司,泊头市,铸造、机加工,付费会员,经理/主管,否,是,1,1,3,3,工程技术,否,,否,,低频尝鲜用户,回流、工程技术,本周使用1天，1次会话，提问3条，上传图纸3个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,1861545,宁波市锐达模具有限公司,宁波,铸造、模具制造、机加工,付费会员,经理/主管,是,否,1,1,3,2,工程技术,否,,否,,低频尝鲜用户,新使用、工程技术,本周使用1天，1次会话，提问3条，上传图纸2个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2871611,郑州沄锴精密机械有限公司,,机加工、铸造、钣金、冲压、塑胶成型,付费会员,其他,否,是,1,1,3,2,成本报价,是,"该材料为 FCB——易切削黄铜（IS-319 1级）。 无需电镀，仅需机械加工、去应力及磁力抛光。 款黄铜连接件，月需求量为 100,000 件。请帮我核算 成本 [零件文件预处理上下文] 零件文件1：CONNECTOR 3 Drawing.pdf 预处理结果：{""status""",否,,低频尝鲜用户,回流、成本报价、有新需求,本周使用1天，1次会话，提问3条，上传图纸2个,记录需求并产品评估
2026-07-20 至 2026-07-26,2973405,余姚市泽宇管阀锻压制造有限公司/余姚市互通联接件有限公司,余姚市,锻造、机加工,付费会员,销售/业务,是,否,1,1,3,1,成本报价,否,,否,,低频尝鲜用户,新使用、成本报价,本周使用1天，1次会话，提问3条，上传图纸1个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2971319,杭州奥锐普精密智造有限公司,杭州,冲压、钣金,付费会员,经理/主管,否,否,1,1,3,1,成本报价,否,,否,,低频尝鲜用户,成本报价,本周使用1天，1次会话，提问3条，上传图纸1个,常规维护，持续观察
2026-07-20 至 2026-07-26,2221554,永嘉县超祥机械有限公司,温州,机加工、钣金,付费会员,经理/主管,是,否,1,1,3,1,成本报价,否,,否,,低频尝鲜用户,新使用、成本报价,本周使用1天，1次会话，提问3条，上传图纸1个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,3035586,亘高智造（苏州）工业装备有限公司,苏州,其他、机加工,付费会员,销售/业务,否,是,1,1,3,1,成本报价,否,,否,,低频尝鲜用户,回流、成本报价,本周使用1天，1次会话，提问3条，上传图纸1个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2861903,金华市制达五金有限公司,金华,机加工、弹簧与线成型、冲压、扭簧、卷簧、拉伸弹簧、线成型、压缩弹簧、其它、普通冲压、塑胶成型、钣金,付费会员,销售/业务,否,否,1,1,3,0,询盘机会,否,,否,,低频尝鲜用户,询盘机会,本周使用1天，1次会话，提问3条，上传图纸0个,常规维护，持续观察
2026-07-20 至 2026-07-26,1715528,苏州元和轴承有限公司,苏州,冲压、机加工,付费会员,经理/主管,是,否,1,1,3,0,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问3条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2525833,深圳市晟昌源精密制造有限公司,深圳市,机加工、钣金,付费会员,经理/主管,是,否,1,1,3,0,询盘机会,是,针对10万件大批量订单，有哪些降低单位成本的生产建议？,否,,低频尝鲜用户,新使用、询盘机会、有新需求,本周使用1天，1次会话，提问3条，上传图纸0个,记录需求并产品评估
2026-07-20 至 2026-07-26,2879255,昆山振坤宁电子有限公司,昆山,机加工、钣金,付费会员,经理/主管,是,否,1,1,3,0,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问3条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,3043890,太仓普瑞曼精密制造有限公司,太仓,机加工,付费会员,经理/主管,是,否,2,2,2,4,成本报价,否,,否,,普通使用用户,新使用、成本报价,本周使用2天，2次会话，提问2条，上传图纸4个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,1639662,苏州铂钻精工科技有限公司,苏州,机加工、紧固件&五金件、钣金、表面处理,付费会员,销售/业务,否,是,2,2,2,3,成本报价,否,,否,,普通使用用户,回流、成本报价,本周使用2天，2次会话，提问2条，上传图纸3个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2067165,福鼎市创新动力设备有限公司,福鼎市,机加工、铸造、冲压,付费会员,销售/业务,是,否,1,2,2,3,工程技术,否,,否,,普通使用用户,新使用、工程技术,本周使用1天，2次会话，提问2条，上传图纸3个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2886620,台州市黄岩东广模塑有限公司,台州,模具制造、塑胶成型,付费会员,经理/主管,是,否,1,2,2,2,成本报价,否,,否,,普通使用用户,新使用、成本报价,本周使用1天，2次会话，提问2条，上传图纸2个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,1743015,余姚市常红机械有限公司,宁波,机加工、塑胶成型,付费会员,经理/主管,否,是,1,2,2,2,工程技术,否,,否,,普通使用用户,回流、工程技术,本周使用1天，2次会话，提问2条，上传图纸2个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2268182,宁波市博颖金属制品有限公司,宁波,机加工、钣金,付费会员,经理/主管,否,是,1,2,2,2,成本报价,否,,否,,普通使用用户,回流、成本报价,本周使用1天，2次会话，提问2条，上传图纸2个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2499982,常州贺星毅机械制造有限公司,常州,机加工,付费会员,经理/主管,是,否,1,2,2,2,成本报价,否,,否,,普通使用用户,新使用、成本报价,本周使用1天，2次会话，提问2条，上传图纸2个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2167152,乐清市荣耀机械制造有限公司,温州,机加工、铸造、紧固件&五金件,付费会员,经理/主管,否,否,1,2,2,2,成本报价,否,,否,,普通使用用户,成本报价,本周使用1天，2次会话，提问2条，上传图纸2个,常规维护，持续观察
2026-07-20 至 2026-07-26,2980161,玉环三平机械有限公司,玉环市,机加工,付费会员,经理/主管,否,否,2,2,2,2,成本报价,否,,否,,普通使用用户,成本报价,本周使用2天，2次会话，提问2条，上传图纸2个,常规维护，持续观察
2026-07-20 至 2026-07-26,1852389,昆山众瑞电子有限公司,昆山,机加工,付费会员,高管/负责人,是,否,1,2,2,2,成本报价,否,,否,,普通使用用户,新使用、成本报价,本周使用1天，2次会话，提问2条，上传图纸2个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,1202942,浙江圣钢科技发展有限责任公司,台州,铸造、锻造、泵 阀 接头、机加工、紧固件&五金件,付费会员,销售/业务,否,是,1,2,2,2,成本报价,否,,否,,普通使用用户,回流、成本报价,本周使用1天，2次会话，提问2条，上传图纸2个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,3046390,上海临港新兴产业企业服务有限公司,上海,机加工,免费/非会员,未填写,是,否,1,2,2,2,工程技术,否,,否,,普通使用用户,新使用、工程技术,本周使用1天，2次会话，提问2条，上传图纸2个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2985575,东莞市烽晟五金塑胶制品有限公司,东莞市,冲压、机加工,付费会员,经理/主管,否,是,1,2,2,2,成本报价,否,,否,,普通使用用户,回流、成本报价,本周使用1天，2次会话，提问2条，上传图纸2个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,1642193,无锡海法工业测控设备有限公司,无锡,机加工、钣金、塑胶成型、装配,付费会员,工程/技术,是,否,1,2,2,2,工程技术,否,,否,,普通使用用户,新使用、工程技术,本周使用1天，2次会话，提问2条，上传图纸2个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2886951,江西伟隆科技有限公司,抚州市,钣金,付费会员,经理/主管,是,否,1,2,2,1,成本报价,否,,否,,普通使用用户,新使用、成本报价,本周使用1天，2次会话，提问2条，上传图纸1个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,1796519,宁国市展鹏金属制品有限公司,宣城市,机加工、冲压,付费会员,经理/主管,否,否,1,2,2,1,工程技术,否,,否,,普通使用用户,工程技术,本周使用1天，2次会话，提问2条，上传图纸1个,常规维护，持续观察
2026-07-20 至 2026-07-26,2954832,太仓雅沃汽车科技有限公司,苏州,塑胶成型、模具制造,付费会员,经理/主管,是,否,1,2,2,1,工程技术,否,,否,,普通使用用户,新使用、工程技术,本周使用1天，2次会话，提问2条，上传图纸1个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2460589,佛山市德沣厨卫科技有限公司,佛山市,机加工、铸造、钣金、表面处理,付费会员,销售/业务,否,否,2,2,2,1,工程技术,否,,否,,普通使用用户,工程技术,本周使用2天，2次会话，提问2条，上传图纸1个,常规维护，持续观察
2026-07-20 至 2026-07-26,2963781,上海斌飞工贸有限公司,上海,钣金、机加工,付费会员,经理/主管,是,否,1,2,2,1,成本报价,否,,否,,普通使用用户,新使用、成本报价,本周使用1天，2次会话，提问2条，上传图纸1个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2878508,昆山冠世益电子科技有限公司,昆山,塑胶成型、机加工、模具制造、电气产品,付费会员,经理/主管,否,否,1,2,2,1,成本报价,否,,否,,普通使用用户,成本报价,本周使用1天，2次会话，提问2条，上传图纸1个,常规维护，持续观察
2026-07-20 至 2026-07-26,1826786,温州市贝瑞德精密金属有限公司,温州,机加工、锻造、钣金,付费会员,未填写,是,否,1,2,2,1,成本报价,否,,否,,普通使用用户,新使用、成本报价,本周使用1天，2次会话，提问2条，上传图纸1个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2637159,临海市峰雷塑业有限公司,台州,塑胶成型、模具制造,付费会员,高管/负责人,是,否,1,2,2,1,成本报价,否,,否,,普通使用用户,新使用、成本报价,本周使用1天，2次会话，提问2条，上传图纸1个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2486592,苏州精展模具科技有限公司,苏州,塑胶成型、模具制造、装配、机加工,付费会员,经理/主管,是,否,1,2,2,1,成本报价,否,,否,,普通使用用户,新使用、成本报价,本周使用1天，2次会话，提问2条，上传图纸1个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2537561,广东鼎泰机器人科技有限公司,东莞市,机加工、冲压、钣金,付费会员,销售/业务,是,否,1,2,2,1,成本报价,否,,否,,普通使用用户,新使用、成本报价,本周使用1天，2次会话，提问2条，上传图纸1个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2972029,嘉善永溢达精密五金有限公司,嘉兴,冲压、机加工,付费会员,经理/主管,是,否,2,2,2,0,询盘机会,否,,否,,普通使用用户,新使用、询盘机会,本周使用2天，2次会话，提问2条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2856122,南通赛加谊精密科技有限公司,南通,塑胶成型、机加工、模具制造,付费会员,经理/主管,是,否,1,2,2,0,询盘机会,否,,否,,普通使用用户,新使用、询盘机会,本周使用1天，2次会话，提问2条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2158741,昆山富宸威精密机械有限公司,苏州,机加工、模具制造,付费会员,其他,是,否,1,2,2,0,询盘机会,否,,否,,普通使用用户,新使用、询盘机会,本周使用1天，2次会话，提问2条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2468685,宁波云赫机械科技有限公司,宁波,机加工、紧固件&五金件、钣金,付费会员,经理/主管,是,否,1,2,2,0,询盘机会,否,,否,,普通使用用户,新使用、询盘机会,本周使用1天，2次会话，提问2条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,3026430,桂林大为科技发展有限公司,广西桂林市,机加工、塑胶成型,付费会员,经理/主管,是,否,1,2,2,0,询盘机会,否,,否,,普通使用用户,新使用、询盘机会,本周使用1天，2次会话，提问2条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2458300,苏州道尚机械制造有限公司,苏州,机加工,付费会员,经理/主管,是,否,1,2,2,0,询盘机会,否,,否,,普通使用用户,新使用、询盘机会,本周使用1天，2次会话，提问2条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2285371,太仓宝萌金属制品有限公司/上海宝萌金属制品有限公司,太仓,机加工、紧固件&五金件,付费会员,高管/负责人,是,否,1,2,2,0,询盘机会,否,,否,,普通使用用户,新使用、询盘机会,本周使用1天，2次会话，提问2条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,1409967,沧州龙兴五金制造有限公司,沧州,机加工、冲压,付费会员,经理/主管,是,否,1,2,2,0,询盘机会,否,,否,,普通使用用户,新使用、询盘机会,本周使用1天，2次会话，提问2条，上传图纸0个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,3016936,慈溪市全成五金配件有限公司,慈溪市,机加工、紧固件&五金件、锻造、轴承,付费会员,经理/主管,否,否,1,1,2,3,工程技术,否,,否,,低频尝鲜用户,工程技术,本周使用1天，1次会话，提问2条，上传图纸3个,常规维护，持续观察
2026-07-20 至 2026-07-26,2755492,宁波守鑫精工科技有限公司,宁波,机加工、钣金,付费会员,经理/主管,否,否,1,1,2,3,成本报价,否,,否,,低频尝鲜用户,成本报价,本周使用1天，1次会话，提问2条，上传图纸3个,常规维护，持续观察
2026-07-20 至 2026-07-26,2867520,宁波安坤斯科技有限公司,宁波,机加工、锻造,付费会员,经理/主管,否,是,1,1,2,2,工程技术,否,,否,,低频尝鲜用户,回流、工程技术,本周使用1天，1次会话，提问2条，上传图纸2个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2273780,南通德旺电子有限公司/南通泰芯纺织器材有限公司,南通,塑胶成型、模具制造、冲压,付费会员,经理/主管,否,是,1,1,2,2,成本报价,否,,否,,低频尝鲜用户,回流、成本报价,本周使用1天，1次会话，提问2条，上传图纸2个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2761676,上海汤山电子有限公司,上海,机加工、钣金、装配、表面处理,付费会员,销售/业务,是,否,1,1,2,2,成本报价,否,,否,,低频尝鲜用户,新使用、成本报价,本周使用1天，1次会话，提问2条，上传图纸2个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2659394,上海奉凤机械设备有限公司,上海,钣金,付费会员,其他,是,否,1,1,2,1,询盘机会,否,,否,,低频尝鲜用户,新使用、询盘机会,本周使用1天，1次会话，提问2条，上传图纸1个,新用户引导，推动二次使用
2026-07-20 至 2026-07-26,2866910,南皮县融顺金属制品厂（个体工商户）,沧州市,钣金、冲压,付费会员,经理/主管,否,是,1,1,2,1,成本报价,否,,否,,低频尝鲜用户,回流、成本报价,本周使用1天，1次会话，提问2条，上传图纸1个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2166155,深圳市三洪科技有限公司,深圳市,机加工,付费会员,经理/主管,否,是,1,1,2,1,成本报价,否,,否,,低频尝鲜用户,回流、成本报价,本周使用1天，1次会话，提问2条，上传图纸1个,回流用户回访，确认使用场景
2026-07-20 至 2026-07-26,2979858,宁波市海曙腾兴电器厂,,塑胶成型、冲压、机加工,付费会员,未填写,是,否,1,1,2,1,询盘机会,是,如何优化工厂档案以提高询盘匹配度？,否,,低频尝鲜用户,新使用、询盘机会、有新需求,本周使用1天，1次会话，提问2条，上传图纸1个,记录需求并产品评估
